lanes,is_intersection,is_two_way_street,bike_maneuver,vehicle_maneuver,maneuver_direction,sidewalk_climbs,running_red_light,drive_opposite_direction,bad_roundabout,driving_between_lanes,crossings_without_priority,is_bike_infringement,vehicle_speed_mean,vehicle_speed_min,vehicle_speed_max,distance_mean,distance_min,distance_max,bike_speed_mean,bike_speed_min,bike_speed_max,level,real_risk
2,1,1,straight,straight,opposite_direction,0,0,0,0,1,1,0,36.8828662162162,24.76692,46.61108,3.64362351351351,1.47159,7.127322,16.9257305405405,16.52193,17.19033,normal,danger
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,24.6856932402234,24.14413,25.00332,3.86226641117318,0.8586202,9.569111,7.19727375418994,6.470918,8.132678,hard,danger
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,1.55229801141585,3.747582e-07,7.773041,6.51932336489607,1.302661,9.164104,12.3635237043879,5.943573,40.22878,hard,danger
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,24.9497300833333,24.83334,25.00002,4.0630004275,0.5691824,9.515363,53.5053606666666,52.53664,54.41754,normal,danger
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,49.8969182142857,49.52717,50.00069,5.89258746428571,4.34795,9.091682,51.1145396428571,49.9892,52.24597,normal,warning
1,1,1,straight,straight,same_direction,0,0,0,0,0,0,0,36.172640619469,23.5106,50.00003,4.46586084070796,0.9054928,9.522884,0.0032422856469026,0.0003501806,0.007124136,normal,danger
2,1,0,turn left,turn left,opposite_direction,0,0,1,1,0,1,1,19.9725298734177,19.86667,20.00986,4.83514075949367,2.394601,9.321913,19.9472915189873,19.67371,20.32028,hard,warning
2,0,1,straight,stop,same_direction,0,0,0,0,0,0,0,0.0001397283314814,0.0001295593,0.0001425152,5.13891390123456,1.604377,9.536182,10.6015022839506,10.26331,11.77303,easy,danger
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,31.9454533333333,31.7867,32.00028,6.36346455,3.315598,9.47784,12.5708458333333,12.41215,12.72788,hard,warning
2,1,0,turn_right,turn_right,same_direction,0,0,0,0,0,1,1,24.4216530165289,14.41487,50.00108,5.04515145454545,3.752101,9.019302,9.69127451652892,7.593917,12.56843,normal,warning
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,8.48112390410958e-05,8.02518e-05,9.261882e-05,5.60587876712328,4.251961,7.115258,11.9304732876712,11.40673,12.36168,hard,warning
1,1,1,straight,stop,opposite_direction,0,1,1,0,0,1,1,0.65797938925461,0.0001448708,5.439818,3.51496807092198,2.071798,7.137526,15.5367402127659,14.20004,17.23884,normal,warning
1,0,1,reverse,straight,opposite_direction,1,0,0,0,0,0,1,32.2433425373134,23.40204,50.00001,3.95765384328358,1.937342,9.164795,3.06088140373134,0.5069169,4.811417,hard,danger
3,0,1,straight,stop,same_direction,0,0,0,0,0,0,0,15.0660367185443,0.001702152,57.00004,6.21516835443037,4.950911,9.179209,25.4652270886075,25.3788,25.53126,hard,warning
2,0,1,reverse,straight,from_right,1,0,0,0,0,0,1,4.22647910279557,3.651216e-05,20.00111,3.7121576117647,2.267834,9.460226,5.50666959025882,0.04274083,11.44079,hard,warning
2,1,0,turn_right,turn left,opposite_direction,0,0,1,1,0,0,1,29.9024694444444,29.69978,30.00072,5.93672594444444,4.33682,9.390653,23.0226161111111,22.55046,23.49421,hard,warning
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,19.54947571,5.123353,43.15286,6.033404059548,0.008258224,8.739929,13.07229199,7.936462,16.92282,normal,danger
2,0,1,straight,straight,opposite_direction,0,0,1,0,0,0,1,44.9358632142857,44.70237,45.01451,5.57082828571428,3.787818,9.362559,8.32865660714285,5.344541,11.10669,normal,warning
2,0,1,straight,straight,opposite_direction,0,0,1,0,0,0,1,49.8512806410256,49.42582,50.01324,4.35345314102564,1.22525,9.521614,5.95622941025641,1.782988,10.05788,normal,danger
1,1,1,turn left,turn left,from_left,1,0,0,0,1,1,1,5.87517932407407,1.347642,17.22846,4.04371447222222,1.806429,9.463982,10.5344549305555,7.394982,12.50973,hard,danger
1,1,1,straight,stop,from_right,0,1,1,0,0,1,1,4.49290225813833,0.0001555247,19.26017,5.33010499041533,4.427296,7.23667,4.43109219543131,0.01396143,26.4893,normal,warning
1,1,1,turn left,straight,opposite_direction,0,0,0,0,0,0,0,25.3983010975609,23.26962,27.00006,4.68923613414634,2.026998,9.50719,16.2602963414634,15.43104,16.84848,easy,warning
2,0,1,straight,stop,same_direction,0,0,0,0,0,0,0,9.93097857627118e-05,9.109116e-05,0.000106602,3.97536786016949,1.659996,9.490091,11.2286004237288,10.26331,13.24796,easy,danger
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,49.8811172222222,49.4599,50.00018,4.44351128888888,1.643236,9.449886,12.6683748888888,12.20091,13.23148,hard,danger
4,1,0,turn_right,turn left,opposite_direction,0,0,1,0,0,0,1,29.8648471604938,29.5,30.00002,4.60883113580246,1.903838,9.441711,12.1942976543209,11.31204,12.88019,hard,danger
1,1,1,straight,straight,same_direction,0,0,0,0,0,1,1,20.6177091129032,13.32014,27.94425,3.10530295564516,0.7729261,7.043757,9.40943823387096,6.747689,11.49934,normal,danger
2,1,1,turn_right,turn_right,same_direction,0,0,0,0,0,1,1,9.85748508637324,0.0002546215,50.01444,5.81900593630573,4.762144,9.19143,7.51698056050955,6.102527,12.7309,normal,warning
4,1,0,turn_right,turn left,opposite_direction,0,0,1,0,0,0,1,19.9642582926829,19.86667,20.00016,4.31883791463414,1.334945,9.43301,21.7698453658536,21.66541,21.91896,hard,danger
3,0,1,straight,straight,same_direction,0,0,0,0,1,0,1,79.7369542553191,78.77325,80.01029,3.93970963829787,1.203345,9.083674,23.6910770212765,23.21595,24.26396,hard,danger
2,0,1,straight,straight,same_direction,0,0,0,0,1,0,1,27.3715027806691,6.889467,50.00189,6.25586639256505,0.3275225,9.443106,18.0437633828996,15.34168,21.66084,hard,danger
2,1,1,turn left,turn_right,same_direction,0,0,1,0,1,1,1,8.17623873726586,6.681404e-05,15.36549,4.47122245432692,1.693532,7.205282,14.5080019302884,6.145392,23.67193,hard,danger
1,1,0,turn_right,turn_right,same_direction,0,0,0,0,0,1,1,9.915566625,2.229752,18.21558,3.36639613616666,0.0,9.274339,34.8649418333333,28.6186,42.323,hard,collision
1,0,1,straight,straight,opposite_direction,0,0,1,0,0,0,1,19.9598569863013,19.86668,20.00006,4.4180618219178,1.58445,9.359557,26.1288775342465,25.71748,26.48645,easy,danger
1,0,1,straight,stop,same_direction,0,0,0,0,0,0,0,5.25220858955223e-06,1.124275e-06,7.602239e-06,4.43058009701492,1.56608,9.556679,25.1622164179104,24.39604,25.73431,hard,danger
3,1,1,turn_right,turn_right,from_left,0,0,0,0,0,0,0,37.3853285294117,24.98678,58.53977,5.35391963235294,3.685716,9.264501,4.46017461764705,3.986402,5.606509,hard,warning
3,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,48.6203082608695,45.19843,51.99136,5.82151114492753,4.203462,9.240656,7.39975973913043,7.193445,7.672626,hard,warning
1,0,1,straight,straight,same_direction,0,0,0,0,0,1,1,29.5355575555555,19.04947,40.9516,1.87237565585925,0.0,7.04974,17.090069037037,15.86342,18.93035,normal,collision
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,4.37990590217391,2.560002,6.199296,3.74010675,2.410267,7.105115,16.8067838043478,16.53933,17.19493,normal,warning
1,1,1,turn_right,straight,from_right,0,1,0,0,0,1,1,20.8983762745098,17.68816,24.19316,5.40587711764705,3.496152,9.210426,38.4156423529411,38.14257,38.89234,normal,warning
1,0,1,straight,stop,same_direction,0,0,0,0,0,1,1,7.88514475,1.328139,14.44214,4.1679637825,0.7930176,9.474807,50.707670625,49.85519,51.55924,easy,danger
2,0,1,straight,straight,opposite_direction,0,0,1,0,0,1,1,23.2110513496932,16.40553,30.58868,4.34159834969325,1.112473,9.513667,1.07145362650306,0.08425859,2.510273,easy,danger
1,1,1,turn left,turn left,same_direction,0,0,0,0,0,1,1,29.2740660714285,26.46898,32.07908,4.19282298214285,1.51698,7.053965,10.5915111785714,9.917968,11.28784,easy,danger
2,1,0,turn left,stop,opposite_direction,0,0,1,0,0,0,1,9.786973403785,1.777425e-05,21.9948,5.55803778260869,2.16329,9.268741,6.64943747101449,6.297097,7.05322,easy,warning
1,1,1,turn left,stop,opposite_direction,0,1,1,0,1,1,1,0.0001566595386831,0.0001476547,0.0001599682,6.06827043621399,4.413182,9.445509,13.7496137448559,12.75009,14.29048,easy,warning
2,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,19.9634541666666,19.86681,20.00027,6.26774327083333,4.97801,9.159655,34.3693583333333,33.23672,35.55964,normal,warning
1,1,1,turn left,stop,same_direction,0,0,0,0,1,0,1,4.03578070195682,0.0001171387,50.00002,3.41249780522088,1.851573,9.367543,2.89749472000602,0.008853583,6.822624,hard,danger
1,0,1,straight,straight,same_direction,0,0,1,0,0,0,1,19.960858275862,19.86664,20.00015,4.09998051206896,0.7345219,9.507064,10.3344799913793,7.708266,12.51135,hard,danger
1,0,1,straight,stop,same_direction,0,0,0,0,0,0,0,7.32432605914396e-05,5.300152e-06,9.090564e-05,3.56169356420233,1.735145,7.151927,10.3140206108949,6.468718,16.29924,normal,danger
1,0,1,straight,straight,same_direction,0,1,1,0,0,1,1,2.40359612913809,6.135328e-05,14.94005,5.78564164705882,4.347155,9.447243,5.16709065739819,0.02904905,12.30983,normal,warning
1,0,1,straight,straight,opposite_direction,0,0,1,0,0,0,1,19.9572262686567,19.86667,20.00006,4.3248323880597,1.439243,9.344174,30.0404270149253,29.58566,30.50138,normal,danger
1,1,1,reverse,turn_right,from_right,0,1,1,0,0,1,1,2.80465698086427,0.001130806,7.97045,1.654574600998,0.0,3.803538,4.30641671896207,0.2419923,6.815312,normal,collision
1,1,1,turn left,straight,opposite_direction,0,0,0,0,0,0,0,5.28938006960353,0.0001578268,14.57972,6.43485344247787,4.948534,9.198534,17.8916480530973,16.81828,18.82817,hard,warning
2,1,1,turn left,straight,opposite_direction,0,0,0,0,0,0,0,49.8503244186046,49.41342,50.00058,6.24145109302325,4.848505,9.417831,15.5928674418604,15.10551,16.09226,hard,warning
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,19.9589333730158,19.86669,20.00008,4.49937811111111,2.273559,7.240574,22.6172738888888,14.77837,48.58228,easy,warning
2,1,0,reverse,turn left,from_right,1,0,0,0,0,0,1,29.88373125,29.50663,30.00004,4.50833841964285,1.721683,9.577303,3.22714856249999,1.868737,4.092929,hard,danger
4,1,0,turn left,turn left,same_direction,0,0,0,0,0,0,0,29.8555019897959,29.43997,30.01218,3.79298381122449,2.383631,7.173801,21.400275255102,21.16991,21.74838,hard,warning
1,0,1,straight,turn_right,same_direction,0,0,0,0,0,0,0,34.2062945751634,23.4252,50.00001,4.16649361437908,1.311572,9.351029,7.19953977777777,6.949385,7.823829,hard,danger
4,1,0,turn left,turn left,same_direction,0,0,0,0,0,0,0,29.8019851698113,28.1459,30.00202,3.58320735471698,1.505425,7.070421,23.4188890943396,21.56704,27.18951,hard,danger
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,49.8238238181818,49.40107,50.0032,5.30052505454545,3.248633,9.434351,6.81090869090909,6.720965,6.926713,easy,warning
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,12.5768521370719,3.833241e-05,36.00007,4.43032822744186,0.4772242,9.431061,12.745645116279,10.20474,14.58341,hard,danger
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,20.7955078571428,20.34034,21.00016,5.8717075510204,4.421187,8.973873,6.99396292857142,4.638967,8.724782,normal,warning
2,0,1,stop,straight,opposite_direction,0,0,0,0,1,0,1,4.66322176191119,1.863084e-05,25.4617,4.76377899541284,4.067263,9.513882,0.762735181866972,0.009022457,3.773043,normal,warning
2,0,1,straight,straight,opposite_direction,0,0,1,0,0,0,1,20.5602276842105,18.39025,22.56649,5.07275035789473,2.70399,9.501287,12.0251447368421,11.08711,12.81273,normal,warning
2,1,1,turn left,stop,same_direction,0,0,0,0,1,1,1,15.887193669356,0.000152366,36.01492,4.82068368783068,1.829217,9.520147,13.8731861375661,11.57643,16.02863,normal,danger
2,0,1,straight,straight,same_direction,0,0,0,0,1,0,1,19.9631048214285,19.86667,20.00002,6.1178395,4.795732,9.003861,28.3859371428571,27.99272,29.09901,normal,warning
3,1,1,straight,straight,same_direction,0,0,0,0,1,0,1,19.9384399705014,19.12939,20.01703,5.19098119469026,3.713249,9.526434,26.6630703539823,22.61211,29.27966,normal,warning
1,0,1,straight,turn_right,same_direction,0,0,0,0,0,0,0,3.54771853152541,3.897486e-05,12.80083,4.21784916996047,0.9127784,6.905952,7.94764748221343,3.272043,14.758,hard,danger
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,27.9594648571428,27.81333,28.00002,5.83156265714285,4.377806,8.949608,50.1640211428571,49.92305,50.35506,easy,warning
2,1,1,stop,straight,from_left,0,0,0,0,0,0,0,20.6221125517241,15.19998,26.04667,5.71648578620689,3.758908,9.392977,0.0116277915517241,0.002026563,0.04342607,normal,warning
2,0,1,reverse,straight,same_direction,0,0,0,0,0,0,0,30.3909341269841,23.49083,37.00001,4.73501606878306,1.032668,9.557826,12.6647461904761,10.37366,16.73246,normal,danger
1,0,1,stop,turn_right,same_direction,1,0,0,0,0,0,1,18.9753522916666,14.89159,23.16395,5.0403430625,3.077361,7.121365,6.36084716666666,5.944751,6.661804,hard,warning
1,1,1,turn_right,straight,from_right,0,1,0,0,0,1,1,2.28498152896642,1.606107e-06,14.21124,3.99523380405405,1.32243,9.055449,19.3216866891891,18.52153,20.33642,normal,danger
2,0,1,straight,stop,same_direction,0,0,0,0,0,0,0,9.92508845901639e-05,9.310741e-05,0.0001066166,5.46213786885245,3.90916,7.094952,10.689086557377,10.57318,10.86404,easy,warning
4,1,0,turn_right,turn left,opposite_direction,0,0,1,0,0,0,1,29.9349643421052,29.72005,30.00528,4.57779256578947,1.902382,9.336093,14.8989551315789,14.66656,15.2394,hard,danger
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,16.8189768303797,9.404593,20.0001,2.93983952151898,1.174227,7.006162,19.7684965822784,6.189211,43.85646,normal,danger
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,0.214891727101694,0.0001012918,4.772258,4.40298910734463,1.63035,9.510864,18.6811563276836,18.10001,19.2063,hard,danger
1,0,1,straight,turn_right,same_direction,0,0,0,0,0,0,0,29.3348593333333,18.94545,49.99992,4.02950157333333,1.451022,9.430552,1.60962796506666,0.01364343,4.572375,hard,danger
1,0,1,straight,straight,opposite_direction,1,0,0,0,0,0,1,19.9606611235955,19.86661,20.00016,5.64817286516853,4.094557,9.028914,12.0558341573033,11.13649,12.76986,normal,warning
2,0,1,straight,straight,same_direction,1,0,0,0,0,0,1,22.9734683229813,22.8473,23.00484,5.69548077018633,4.304202,8.805673,7.36287601863354,4.948827,11.32118,easy,warning
1,1,1,turn left,stop,same_direction,0,0,0,0,0,1,1,7.4739323441651,0.0001549358,29.11648,3.43602917757009,1.249469,7.134239,0.305240708360031,7.970529e-05,3.662973,easy,warning
1,0,1,straight,straight,same_direction,1,0,0,0,1,0,1,14.3003674576271,12.24119,17.64182,5.18803693220338,3.367611,7.196088,1.65634322872881,0.05756022,4.134002,hard,warning
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,4.58750033122655,1.391959e-06,26.86474,5.01747018586497,0.940098,8.181742,11.7770476624472,5.943573,40.22878,hard,danger
2,0,1,straight,straight,opposite_direction,0,0,1,0,0,0,1,49.864179074074,49.55324,50.00135,4.1594002037037,1.147215,9.244166,12.2954935185185,11.31727,13.51479,easy,danger
1,1,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,19.9685739285714,19.86667,20.00001,5.86653717857142,4.326347,9.231792,31.7871532142857,31.16759,32.36309,easy,warning
2,1,1,turn left,straight,from_right,0,0,0,1,1,1,1,25.943592051282,25.82668,26.00004,6.23766564102564,4.016253,8.595204,14.2715712820512,13.83092,14.69761,normal,warning
1,1,1,reverse,stop,from_left,0,1,1,0,0,1,1,1.48308546659561,0.0001555782,12.96016,5.17151676489028,4.098394,7.561936,2.50500516200627,0.03159411,5.941451,normal,warning
3,0,1,turn_right,straight,same_direction,0,0,0,1,1,0,1,79.9138586363636,79.40041,80.00568,5.90633772727272,4.324267,8.944142,40.7948827272727,30.42972,49.14827,easy,danger
2,0,1,reverse,straight,same_direction,1,0,0,0,0,0,1,20.2606039999999,19.29599,27.31764,5.47823690434782,3.765344,9.235991,6.82960835652173,6.440135,7.237628,normal,warning
2,0,1,reverse,straight,opposite_direction,0,0,1,0,0,0,1,49.9558672222222,49.40018,50.00089,5.20456048888888,3.1523,9.312529,15.7481894444444,15.25668,16.07994,normal,warning
4,1,0,turn left,turn_right,from_left,0,0,1,1,1,1,1,15.8065753125,13.81134,21.55799,5.0215949453125,3.556622,7.42742,7.1113187421875,4.560893,9.550787,hard,warning
2,1,1,stop,straight,from_left,0,0,0,0,1,1,1,49.8677089230769,49.54,50.00014,5.00747413846153,2.783274,9.307878,2.73290173846153,1.251897,3.77187,normal,warning
3,0,1,straight,stop,opposite_direction,0,0,0,0,1,0,1,4.63319206818181e-05,3.827888e-05,4.936101e-05,4.11284636818181,0.6754978,9.520515,39.4988929545454,35.82084,42.09539,normal,danger
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,49.9580819565217,49.60667,50.00001,4.33371728260869,1.688708,9.365634,17.9735997826086,17.32786,18.63791,normal,danger
1,1,1,turn left,straight,same_direction,0,0,0,0,0,0,0,5.10307884742014,0.2401177,10.72009,5.45703274447174,1.404196,9.455317,10.5116836633906,6.665236,13.26414,hard,danger
1,0,1,straight,straight,same_direction,0,0,1,0,1,0,1,29.9562526315789,29.79998,30.00021,5.01928171345029,2.78051,9.479779,10.8028971929824,10.33153,11.5201,hard,warning
4,1,0,turn_right,turn left,opposite_direction,0,0,1,0,0,0,1,18.7858163953488,15.21657,22.3557,4.29236494186046,1.054596,9.543113,20.920596744186,20.46672,21.34756,hard,danger
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,20.0401134038997,8.843799,26.56143,4.45539626545961,0.8577747,7.688081,17.3686893353203,0.01364343,52.46902,hard,danger
1,1,1,straight,straight,from_left,1,0,1,0,0,0,1,7.1913624895767,0.0009564365,39.09199,5.42366502272727,4.680725,7.192672,2.41275974764204,0.001288057,8.623292,hard,warning
2,0,1,turn left,straight,opposite_direction,0,0,1,0,1,0,1,47.2765059090909,45.47047,49.08253,5.49477645454545,3.962202,7.205013,18.05769,17.91275,18.26524,hard,warning
3,1,1,straight,straight,same_direction,0,0,0,0,0,1,1,41.524106081081,35.0568,47.93621,3.14669254054054,1.774305,7.116353,12.0766261621621,6.412074,17.09921,normal,danger
1,1,1,turn left,straight,same_direction,0,0,0,0,0,1,1,2.13406534486792,2.06117e-05,9.276816,4.84265797213622,2.307261,8.9173,10.5213946037151,6.854278,13.53114,hard,warning
1,0,1,straight,straight,opposite_direction,0,0,0,0,1,0,1,46.1733065079365,29.78367,50.0,4.47468049206349,1.620489,9.435399,7.21680839682539,7.045056,7.248505,hard,danger
2,0,1,stop,straight,same_direction,0,0,0,0,1,0,1,49.911107,49.52007,50.00261,5.55073291666666,3.734767,9.341614,0.0476925403333333,0.01464781,0.08461983,normal,warning
3,1,1,turn_right,turn_right,same_direction,0,0,0,0,0,1,1,6.72461274650311,6.146035e-05,15.42018,6.5080515454039,0.5197635,9.455135,14.8587198465181,0.1103294,64.33054,hard,danger
1,0,0,turn left,straight,opposite_direction,1,0,1,0,1,1,1,49.9018143589743,49.62,50.00931,5.97681053846153,4.753128,8.620268,18.0593646153846,18.04683,18.07402,hard,warning
1,1,1,straight,turn_right,from_left,0,0,1,0,0,1,1,15.1112521848739,12.75097,17.47173,2.62654422184873,0.8901563,7.108072,1.912760558521,0.0006779687,6.021852,hard,danger
4,1,0,turn left,turn left,same_direction,0,0,0,0,0,0,0,15.2945004289544,11.43658,20.57961,4.65350309919571,3.493967,7.220969,15.3029618766756,12.19914,21.14693,hard,warning
1,0,1,stop,straight,same_direction,0,0,0,0,1,0,1,49.9223144117647,49.40002,50.00001,5.12110249999999,1.228366,9.440778,0.0081314185588235,0.005028211,0.01131635,normal,danger
1,0,1,straight,straight,opposite_direction,1,0,1,0,0,0,1,24.9711133009708,24.8336,25.00085,5.38441050485436,3.464072,9.336514,5.21609996116504,5.136382,5.313902,easy,warning
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,49.8251371538461,49.40033,50.00095,4.44553716923077,1.241067,9.569466,36.273684076923,32.57521,40.07993,hard,danger
1,1,1,stop,stop,opposite_direction,1,0,1,0,0,0,1,19.2738163013698,12.78289,25.72909,5.34627786301369,4.710891,7.191801,0.0108653295356164,0.0003259049,0.02270839,hard,warning
2,1,1,turn left,straight,from_left,0,0,0,0,0,1,1,9.01189823943662,0.2790855,24.00051,5.09115567605633,2.873254,9.413933,13.7425735211267,13.14364,14.39218,hard,warning
4,1,0,turn left,turn left,same_direction,0,0,0,0,0,0,0,25.948285250501,25.82664,26.01525,4.56166525851703,3.328331,6.157571,27.191635771543,21.52903,30.80666,hard,warning
2,0,1,straight,straight,opposite_direction,0,0,1,0,0,0,1,36.0279202127659,34.0959,37.95993,4.46762027659574,1.619868,9.307848,36.1049065957446,35.8551,36.34769,hard,danger
1,0,1,straight,stop,opposite_direction,0,0,0,0,0,0,0,7.04410372613012,0.0001462092,19.79828,5.52197041666666,2.577866,9.525916,13.7753626923076,11.20268,16.53352,hard,warning
3,1,1,stop,turn_right,same_direction,0,0,0,0,0,0,0,13.7659344333333,9.607533,19.02037,5.70714271666666,4.462085,7.921219,0.140620076128888,0.0005405006,1.001101,easy,danger
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,49.8226049152542,49.40064,50.00143,4.90925281355932,2.483706,9.444369,5.70883483050847,5.695545,5.751625,easy,warning
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,19.9571409375,19.8667,20.00009,5.86618232291666,4.286009,9.27553,9.31992972916666,8.320774,10.12413,easy,danger
1,0,1,turn_right,turn_right,opposite_direction,1,0,1,0,0,0,1,28.9035118421052,25.56003,32.23856,5.45417281578947,4.832933,7.139559,11.1188565789473,11.00502,11.24213,normal,warning
1,0,1,straight,straight,opposite_direction,0,0,1,0,0,0,1,19.9654749999999,19.86669,20.00007,4.15205288877551,0.8885217,9.510873,15.0089360204081,13.39156,16.71071,hard,danger
2,1,0,turn_right,turn left,opposite_direction,0,0,1,1,0,0,1,29.8588872340425,29.39998,30.00106,4.80124665106382,0.9681976,9.357104,9.6769619787234,9.384861,9.866967,easy,danger
1,1,1,straight,stop,from_left,0,1,1,0,0,1,1,0.088414835910204,0.0001394101,2.98493,2.34876374793197,0.0,6.930533,15.0753215646258,13.64177,16.15177,normal,collision
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,49.8024779347826,49.43998,50.00036,3.75718321,0.0,9.518417,11.9601734782608,11.61994,12.24833,hard,collision
2,1,1,turn_right,turn_right,same_direction,0,0,0,0,1,0,1,11.1830700949264,2.473404e-05,50.0,5.98159945925926,0.0,9.561999,11.0655768271604,7.383965,16.23191,normal,collision
4,1,0,turn_right,turn left,opposite_direction,0,0,1,0,0,0,1,19.9824886746987,19.86674,20.00047,4.1935492253012,0.9590905,9.570658,21.7420518072289,21.39841,21.99634,hard,danger
1,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,19.8189967164179,19.4264,20.0003,3.96192691977611,0.78547,9.561651,11.7360470522388,10.32944,13.26472,normal,danger
3,1,1,straight,straight,from_right,0,0,0,0,0,1,1,2.19889652789242,3.089079e-05,10.22004,5.95829252121212,2.955922,8.803391,9.41079427272727,5.840089,12.11664,normal,warning
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,24.501168275862,23.74046,24.99993,4.51389194913793,0.7802846,9.55598,7.50117250862069,6.789703,8.132678,hard,danger
4,1,0,turn left,turn left,same_direction,0,0,0,0,0,0,0,29.8334991099476,29.40005,30.00889,5.19304595287958,2.260745,9.543688,19.7924716753926,17.41982,22.11532,hard,warning
2,0,1,straight,straight,same_direction,0,0,0,0,0,0,0,59.7829254310344,59.39879,60.00574,4.28872750862068,1.362963,9.502358,30.7546085344827,27.6372,34.71606,hard,danger
