row_id,current_date_time_min,current_date_time_mean,current_date_time_max,time_mean,time_min,time_max,user_id,lanes,is_intersection,is_two_way_street,bike_maneuver,sidewalk_climbs,running_red_light,drive_opposite_direction,bad_roundabout,driving_between_lanes,crossings_without_priority,is_bike_infringement,real_risk,risk,vehicle_id,vehicle_name,vehicle_position_x_mean,vehicle_position_y_mean,vehicle_position_z_mean,vehicle_position_x_min,vehicle_position_y_min,vehicle_position_z_min,vehicle_position_x_max,vehicle_position_y_max,vehicle_position_z_max,bike_position_x_mean,bike_position_y_mean,bike_position_z_mean,bike_position_x_min,bike_position_y_min,bike_position_z_min,bike_position_x_max,bike_position_y_max,bike_position_z_max,vehicle_speed_mean,vehicle_speed_min,vehicle_speed_max,distance_mean,distance_min,distance_max,bike_speed_mean,bike_speed_min,bike_speed_max
2024-06-28 17:28:2_vID-2136,2024-06-28 17:28:23,2024-06-28 17:28:23.690721536,2024-06-28 17:28:25,00:00:25.008556,00:00:24.027000,00:00:25.955000,745340,,,,,,,,,,,,warning,danger,-2136,SmallSedanYellow2(Clone)9,1075.912525773196,16.13379536082474,661.9590237113403,1075.852,16.00519,652.687,1076.004,16.35098,668.1532,1070.02,16.010687731958765,661.6674618556701,1070.02,16.00953,661.6666,1070.02,16.01143,661.6679,29.088704536082474,15.44586,44.25246,5.923905845360825,4.39637,9.296138,0.019557357584536084,0.0007576386,0.07213664
2024-06-28 17:28:2_vID-3494,2024-06-28 17:28:21,2024-06-28 17:28:22.306122496,2024-06-28 17:28:23,00:00:23.608214,00:00:22.486000,00:00:24.591000,745340,,,,,,,,,,,,warning,warning,-3494,SmallSedanGreen2(Clone)16,1075.8850918367348,16.070719285714286,664.7677459183674,1075.852,16.00431,661.3038,1075.919,16.13984,668.1836,1070.02,16.01564948979592,661.6673326530612,1070.02,15.97631,661.6642,1070.02,16.14,661.67,12.805671224489796,10.84335,16.56584,5.35616656122449,4.395185,7.244476,0.4571828895204082,0.0,4.314773
2024-06-28 17:28:2_vID-3688,2024-06-28 17:28:23,2024-06-28 17:28:23.797468416,2024-06-28 17:28:25,00:00:25.150329,00:00:24.369000,00:00:25.915000,745340,,,,,,,,,,,,danger,danger,-3688,SmallSedanGreen2(Clone)17,1071.8981898734176,16.10484240506329,663.4158936708861,1071.81,15.92954,653.5641,1071.995,16.32788,672.4448,1070.02,16.010682658227847,661.6674797468355,1070.02,16.01023,661.6671,1070.02,16.01143,661.6679,43.50354911392405,37.7304,49.27831,3.9982338531645567,0.3994768,9.424754,0.01302384012278481,0.0007576386,0.03762978
2024-06-28 17:28:2_vID-5434,2024-06-28 17:28:24,2024-06-28 17:28:24.882978560,2024-06-28 17:28:26,00:00:26.197733,00:00:25.259000,00:00:27.117000,745340,,,,,,,,,,,,warning,danger,-5434,SmallSedanYellow1(Clone)26,1075.9100106382978,16.12720085106383,662.2365106382979,1075.852,16.00476,652.7174,1076.003,16.3505,668.1646,1070.02,16.010663617021276,661.6674787234043,1070.02,16.01053,661.6673,1070.02,16.01089,661.6677,30.096802446808514,17.19363,50.00017,5.758947255319149,4.396859,9.271471,0.003423775919148936,0.0002542472,0.01116464
2024-06-28 17:28:3_vID-2524,2024-06-28 17:28:37,2024-06-28 17:28:38.041095936,2024-06-28 17:28:39,00:00:39.354636,00:00:37.903000,00:00:40.803000,745340,,,,,,,,,,,,danger,danger,-2524,OriginalSmallSedan(Clone)11,1071.9068767123288,16.12315726027397,662.519162328767,1071.808,15.92802,653.9417,1071.992,16.31514,672.5831,1070.02,16.0106597260274,661.6675,1070.02,16.01065,661.6675,1070.02,16.01066,661.6675,23.17617993150685,19.81333,28.00017,3.6537883472602743,0.3991048,9.561301,0.0002012565684931507,0.0001835869,0.0002542619
2024-06-28 17:28:3_vID-390,2024-06-28 17:28:35,2024-06-28 17:28:36.574712576,2024-06-28 17:28:38,00:00:37.894436,00:00:36.161000,00:00:39.642000,745340,,,,,,,,,,,,danger,danger,-390,OriginalSmallSedan(Clone)0,1071.904603448276,16.114164137931034,662.9765114942529,1071.81,15.92878,653.3759,1071.999,16.32965,672.5786,1070.02,16.010659655172415,661.6675,1070.02,16.01065,661.6675,1070.02,16.01066,661.6675,19.979873390804595,19.86675,20.00021,3.9423694143678163,0.4015523,9.557194,0.00020171410057471265,0.0001880161,0.0002542619
2024-06-28 17:28:3_vID-4852,2024-06-28 17:28:37,2024-06-28 17:28:37.589285632,2024-06-28 17:28:38,00:00:38.896232,00:00:38.347000,00:00:39.447000,745340,,,,,,,,,,,,warning,danger,-4852,SmallSedanRed(Clone)23,1075.9266785714285,16.1639175,660.5683678571429,1075.852,16.00508,652.9448,1076.001,16.34383,668.1924,1070.02,16.01066,661.6675000000001,1070.02,16.01066,661.6675,1070.02,16.01066,661.6675,49.905674285714284,49.40006,50.00012,5.8804200714285715,4.397343,9.08185,0.00020137490535714287,0.0001894162,0.0002542619
2024-06-28 17:28:3_vID-5240,2024-06-28 17:28:31,2024-06-28 17:28:31.978571264,2024-06-28 17:28:33,00:00:33.274392,00:00:31.886000,00:00:34.657000,745340,,,,,,,,,,,,warning,danger,-5240,SmallSedanWhite(Clone)25,1075.9256214285715,16.167066285714284,660.4239457142858,1075.85,16.00483,652.7177,1076.001,16.34912,668.1318,1070.02,16.01065978571429,661.6675,1070.02,16.01065,661.6675,1070.02,16.01066,661.6675,19.961378785714285,19.8667,20.0001,5.897675,4.394312,9.269723,0.00019747511500000002,0.0001844667,0.0002219005
2024-06-28 17:28:4_vID-2524,2024-06-28 17:28:40,2024-06-28 17:28:40.000000000,2024-06-28 17:28:40,00:00:40.864000,00:00:40.825000,00:00:40.895000,745340,,,,,,,,,,,,warning,warning,-2524,OriginalSmallSedan(Clone)11,1071.9950000000001,16.32363,653.60874,1071.993,16.31793,653.3865,1071.997,16.32941,653.8309,1070.02,16.01066,661.6675,1070.02,16.01066,661.6675,1070.02,16.01066,661.6675,19.9812,19.92536,19.99979,6.8032264,6.586917,7.019766,0.00021419152,0.0001966386,0.0002640116
2024-06-28 17:28:4_vID-2718,2024-06-28 17:28:44,2024-06-28 17:28:44.364864768,2024-06-28 17:28:45,00:00:45.613027,00:00:44.883000,00:00:46.353000,745340,,,,,,,,,,,,warning,danger,-2718,SmallSedanBlue2(Clone)12,1075.9258108108108,16.1648122972973,660.5292189189189,1075.85,16.00169,652.8373,1076.001,16.34751,668.2224,1070.02,16.010659864864866,661.6675,1070.02,16.01065,661.6675,1070.02,16.01066,661.6675,37.933952837837836,37.74667,38.00013,5.8955325405405405,4.395451,9.17062,0.00020244131621621623,0.0001886247,0.0002504614
