row_id,current_date_time_min,current_date_time_mean,current_date_time_max,time_mean,time_min,time_max,user_id,lanes,is_intersection,is_two_way_street,bike_maneuver,sidewalk_climbs,running_red_light,drive_opposite_direction,bad_roundabout,driving_between_lanes,crossings_without_priority,is_bike_infringement,real_risk,risk,vehicle_id,vehicle_name,vehicle_position_x_mean,vehicle_position_y_mean,vehicle_position_z_mean,vehicle_position_x_min,vehicle_position_y_min,vehicle_position_z_min,vehicle_position_x_max,vehicle_position_y_max,vehicle_position_z_max,bike_position_x_mean,bike_position_y_mean,bike_position_z_mean,bike_position_x_min,bike_position_y_min,bike_position_z_min,bike_position_x_max,bike_position_y_max,bike_position_z_max,vehicle_speed_mean,vehicle_speed_min,vehicle_speed_max,distance_mean,distance_min,distance_max,bike_speed_mean,bike_speed_min,bike_speed_max
2024-06-27 19:49:5_vID-1166,2024-06-27 19:49:54,2024-06-27 19:49:56.107344384,2024-06-27 19:49:58,00:00:27.569146,00:00:25.800000,00:00:29.330000,115894,,,,,,,,,,,,warning,danger,-1166,SmallSedanGrey(Clone)4,1075.9327175141243,16.178720621468926,659.9077440677967,1075.851,16.00355,652.7321,1076.003,16.34774,668.2247,1070.02,16.0105790960452,661.6674050847458,1070.02,16.00887,661.6664,1070.02,16.01143,661.6679,15.825971073446327,12.3059,19.34511,6.011580112994351,4.39701,9.258482,0.014653141120903953,0.0002542472,0.1108486
2024-06-27 19:49:5_vID-1360,2024-06-27 19:49:53,2024-06-27 19:49:53.622222080,2024-06-27 19:49:54,00:00:25.082311,00:00:24.529000,00:00:25.518000,115894,,,,,,,,,,,,warning,warning,-1360,SmallSedanPurple(Clone)5,1075.8862444444444,16.073290888888888,664.6357155555555,1075.851,16.00246,661.3038,1075.919,16.13984,668.228,1070.02,16.021261777777777,661.6672111111111,1070.02,15.97631,661.6642,1070.02,16.14,661.67,28.253234888888887,25.0,31.50713,5.3271448,4.394931,7.27622,0.9248248542222222,0.0,4.314773
2024-06-27 19:49:5_vID-1554,2024-06-27 19:49:56,2024-06-27 19:49:56.628571392,2024-06-27 19:49:57,00:00:28.157871,00:00:27.460000,00:00:28.843000,115894,,,,,,,,,,,,danger,danger,-1554,SmallSedanRed(Clone)6,1071.9015428571427,16.112660571428574,663.0309885714286,1071.808,15.92981,653.488,1071.995,16.32872,672.5859,1070.02,16.010638857142855,661.6674528571428,1070.02,16.01053,661.6673,1070.02,16.01073,661.6675,49.821178,49.40004,50.00037,3.9615045657142858,0.4010383,9.564058,0.00340705397,0.0003648072,0.01115043
2024-06-27 19:50:0_vID-1748,2024-06-27 19:50:04,2024-06-27 19:50:04.635513856,2024-06-27 19:50:06,00:00:36.089102,00:00:35.025000,00:00:37.155000,115894,,,,,,,,,,,,warning,danger,-1748,SmallSedanWhite(Clone)7,1075.9471588785048,16.215413738317757,658.2209317757009,1075.89,16.08433,652.3434,1076.005,16.3595,664.096,1070.0254018691587,16.054403457943923,659.714853271028,1070.02,16.01901,657.6411,1070.035,16.10333,661.2808,19.958933177570092,19.8667,20.0001,5.964522794392523,4.410227,9.261563,6.155681887850467,3.037712,8.374249
2024-06-27 19:50:5_vID-584,2024-06-27 19:50:54,2024-06-27 19:50:54.964285696,2024-06-27 19:50:55,00:01:26.244714,00:01:25.968000,00:01:26.511000,115894,,,,,,,,,,,,warning,danger,-584,SmallSedanBlue2(Clone)1,1071.2879285714284,15.720936428571429,800.6341892857143,1071.259,15.71189,796.8916,1071.317,15.73212,804.3806,1077.4334999999999,15.59518892857143,799.5083607142858,1077.4,15.58601,796.0159,1077.524,15.604,803.0093,49.92561714285714,49.52668,50.00001,6.003380035714286,4.622608,8.916837,46.63491,46.44903,46.83457
2024-06-27 19:50:5_vID-972,2024-06-27 19:50:55,2024-06-27 19:50:55.428571392,2024-06-27 19:50:56,00:01:26.942035,00:01:26.677000,00:01:27.221000,115894,,,,,,,,,,,,warning,danger,-972,SmallSedanGreen2(Clone)3,1071.35775,15.756214285714284,809.6377857142858,1071.329,15.73788,805.8974,1071.387,15.77683,813.379,1077.4949285714285,15.628033928571428,808.6141035714285,1077.347,15.61096,805.0919,1077.563,15.6462,812.1384,49.86172928571428,49.41334,50.00003,5.997573464285715,4.661379,8.814043,47.02149392857143,46.96853,47.14282
2024-06-27 19:51:0_vID-1748,2024-06-27 19:51:04,2024-06-27 19:51:04.279069952,2024-06-27 19:51:05,00:01:35.778302,00:01:35.369000,00:01:36.205000,115894,,,,,,,,,,,,warning,danger,-1748,SmallSedanWhite(Clone)7,1072.735441860465,16.5579688372093,931.810623255814,1072.695,16.54575,929.4825,1072.776,16.56977,934.1371,1077.2313488372095,16.43637,930.4716930232559,1077.12,16.39228,924.2476,1077.414,16.45339,936.7388,19.9553988372093,19.86667,20.00004,5.153036604651162,2.965668,9.423342,53.527553720930236,53.02502,54.09369
2024-06-27 19:51:0_vID-778,2024-06-27 19:51:01,2024-06-27 19:51:01.500000000,2024-06-27 19:51:02,00:01:32.970599,00:01:32.167000,00:01:33.754000,115894,,,,,,,,,,,,danger,warning,-778,SmallSedanGreen1(Clone)2,1075.9694625,16.57628025,888.29748375,1075.959,16.57555,887.0226,1075.987,16.5773,890.5195,1078.3610375,16.4506045,889.9269425,1077.792,16.4266,878.8745,1078.868,16.45759,901.1087,7.88514475,1.328139,14.44214,4.1679637825,0.7930176,9.474807,50.707670625,49.85519,51.55924
2024-06-27 19:51:1_vID-584,2024-06-27 19:51:13,2024-06-27 19:51:13.000000000,2024-06-27 19:51:13,00:01:44.402857,00:01:44.280000,00:01:44.545000,115894,,,,,,,,,,,,warning,danger,-584,SmallSedanBlue2(Clone)1,1069.9515714285715,4.9462239285714285,1093.0577142857142,1069.461,4.943328,1092.903,1070.4,4.947717,1093.209,1080.0777857142857,4.920849071428571,1093.2953571428573,1079.881,4.920107,1090.37,1080.381,4.922141,1096.186,13.79527857142857,11.94507,15.48603,8.804214214285714,8.574341,9.299742,81.04516785714284,79.86706,81.84673
2024-06-27 19:51:2_vID-1360,2024-06-27 19:51:28,2024-06-27 19:51:28.830508544,2024-06-27 19:51:29,00:02:00.376423,00:01:59.805000,00:02:00.948000,115894,,,,,,,,,,,,warning,danger,-1360,SmallSedanPurple(Clone)5,1155.0398305084748,9.018670254237287,1105.9180847457628,1153.988,8.826336,1105.911,1159.121,9.738836,1105.944,1147.7876271186442,7.616430152542373,1105.0148813559322,1146.925,7.470135,1104.797,1148.417,7.723288,1105.18,16.745125166572883,0.0008668158,49.00763,5.944443491525424,5.113708,9.418759,4.822433152542373,2.193375,6.92593
